County,date,deaths,cases,Region,Color
Onondaga,2020-05-13T00:00:00Z,64,1395,Central New York,#d7e1be
Ontario,2020-05-13T00:00:00Z,8,109,Finger Lakes,#b4ffaa
Orange,2020-05-13T00:00:00Z,330,9693,Mid-Hudson,#91bdf0
Orleans,2020-05-13T00:00:00Z,21,142,Western New York,#979797
Oswego,2020-05-13T00:00:00Z,2,76,Central New York,#d7e1be
Otsego,2020-05-13T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-13T00:00:00Z,56,1108,Mid-Hudson,#91bdf0
Rensselaer,2020-05-13T00:00:00Z,23,420,Capital,#00ffff
Rockland,2020-05-13T00:00:00Z,462,12543,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-13T00:00:00Z,2,192,Tug Hill Seaway,#e978ef
Saratoga,2020-05-13T00:00:00Z,13,410,Capital,#00ffff
Schenectady,2020-05-13T00:00:00Z,24,587,Capital,#00ffff
Schoharie,2020-05-13T00:00:00Z,2,47,Mohawk Valley,#ffff00
Schuyler,2020-05-13T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-05-13T00:00:00Z,1,49,Finger Lakes,#b4ffaa
Steuben,2020-05-13T00:00:00Z,25,230,Finger Lakes,#b4ffaa
Suffolk,2020-05-13T00:00:00Z,1680,37305,Long Island,#ff64a5
Sullivan,2020-05-13T00:00:00Z,28,1135,Mid-Hudson,#91bdf0
Tioga,2020-05-13T00:00:00Z,16,108,Southern Tier,#ffd900
Tompkins,2020-05-13T00:00:00Z,0,136,Southern Tier,#ffd900
Ulster,2020-05-13T00:00:00Z,61,1481,Mid-Hudson,#91bdf0
Warren,2020-05-13T00:00:00Z,23,223,North Country,#dcc8dc
Washington,2020-05-13T00:00:00Z,13,214,North Country,#dcc8dc
Wayne,2020-05-13T00:00:00Z,2,84,Finger Lakes,#b4ffaa
Westchester,2020-05-13T00:00:00Z,1245,31611,Mid-Hudson,#91bdf0
Wyoming,2020-05-13T00:00:00Z,5,77,Western New York,#979797
Yates,2020-05-13T00:00:00Z,4,22,Finger Lakes,#b4ffaa
New York State,2020-05-14T00:00:00Z,27416,343051,New York State,#7a7a7a
Albany,2020-05-14T00:00:00Z,82,1509,Capital,#00ffff
Allegany,2020-05-14T00:00:00Z,2,44,Western New York,#979797
Broome,2020-05-14T00:00:00Z,34,383,Southern Tier,#ffd900
Cattaraugus,2020-05-14T00:00:00Z,2,64,Western New York,#979797
Cayuga,2020-05-14T00:00:00Z,2,60,Central New York,#d7e1be
Chautauqua,2020-05-14T00:00:00Z,2,44,Western New York,#979797
Chemung,2020-05-14T00:00:00Z,3,132,Finger Lakes,#b4ffaa
Chenango,2020-05-14T00:00:00Z,3,112,Southern Tier,#ffd900
Clinton,2020-05-14T00:00:00Z,4,81,North Country,#dcc8dc
Columbia,2020-05-14T00:00:00Z,32,327,Capital,#00ffff
Cortland,2020-05-14T00:00:00Z,1,33,Central New York,#d7e1be
Delaware,2020-05-14T00:00:00Z,2,67,Southern Tier,#ffd900
Dutchess,2020-05-14T00:00:00Z,117,3474,Mid-Hudson,#91bdf0
Erie,2020-05-14T00:00:00Z,394,4671,Western New York,#979797
Essex,2020-05-14T00:00:00Z,0,32,North Country,#dcc8dc
Franklin,2020-05-14T00:00:00Z,0,17,North Country,#dcc8dc
Fulton,2020-05-14T00:00:00Z,13,144,Mohawk Valley,#ffff00
Genesee,2020-05-14T00:00:00Z,3,175,Western New York,#979797
Greene,2020-05-14T00:00:00Z,9,207,Capital,#00ffff
Hamilton,2020-05-14T00:00:00Z,1,5,North Country,#dcc8dc
Herkimer,2020-05-14T00:00:00Z,3,86,Mohawk Valley,#ffff00
Jefferson,2020-05-14T00:00:00Z,0,69,Tug Hill Seaway,#e978ef
Lewis,2020-05-14T00:00:00Z,5,12,Tug Hill Seaway,#e978ef
Livingston,2020-05-14T00:00:00Z,3,106,Finger Lakes,#b4ffaa
Madison,2020-05-14T00:00:00Z,7,255,Central New York,#d7e1be
Monroe,2020-05-14T00:00:00Z,144,2019,Finger Lakes,#b4ffaa
Montgomery,2020-05-14T00:00:00Z,4,69,Mohawk Valley,#ffff00
Nassau,2020-05-14T00:00:00Z,2016,38743,Long Island,#ff64a5
New York,2020-05-14T00:00:00Z,2590,188545,New York City,#c8ff00
Niagara,2020-05-14T00:00:00Z,52,710,Western New York,#979797
Oneida,2020-05-14T00:00:00Z,29,698,Central New York,#d7e1be
Onondaga,2020-05-14T00:00:00Z,68,1423,Central New York,#d7e1be
Ontario,2020-05-14T00:00:00Z,8,129,Finger Lakes,#b4ffaa
Orange,2020-05-14T00:00:00Z,333,9771,Mid-Hudson,#91bdf0
Orleans,2020-05-14T00:00:00Z,22,145,Western New York,#979797
Oswego,2020-05-14T00:00:00Z,2,78,Central New York,#d7e1be
Otsego,2020-05-14T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-14T00:00:00Z,56,1115,Mid-Hudson,#91bdf0
Rensselaer,2020-05-14T00:00:00Z,23,423,Capital,#00ffff
Rockland,2020-05-14T00:00:00Z,465,12596,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-14T00:00:00Z,2,192,Tug Hill Seaway,#e978ef
Saratoga,2020-05-14T00:00:00Z,13,415,Capital,#00ffff
Schenectady,2020-05-14T00:00:00Z,25,597,Capital,#00ffff
Schoharie,2020-05-14T00:00:00Z,2,47,Mohawk Valley,#ffff00
Schuyler,2020-05-14T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-05-14T00:00:00Z,1,49,Finger Lakes,#b4ffaa
Steuben,2020-05-14T00:00:00Z,25,230,Finger Lakes,#b4ffaa
Suffolk,2020-05-14T00:00:00Z,1697,37544,Long Island,#ff64a5
Sullivan,2020-05-14T00:00:00Z,28,1168,Mid-Hudson,#91bdf0
Tioga,2020-05-14T00:00:00Z,16,108,Southern Tier,#ffd900
Tompkins,2020-05-14T00:00:00Z,0,136,Southern Tier,#ffd900
Ulster,2020-05-14T00:00:00Z,62,1495,Mid-Hudson,#91bdf0
Warren,2020-05-14T00:00:00Z,23,227,North Country,#dcc8dc
Washington,2020-05-14T00:00:00Z,14,215,North Country,#dcc8dc
Wayne,2020-05-14T00:00:00Z,2,89,Finger Lakes,#b4ffaa
Westchester,2020-05-14T00:00:00Z,1256,31792,Mid-Hudson,#91bdf0
Wyoming,2020-05-14T00:00:00Z,5,77,Western New York,#979797
Yates,2020-05-14T00:00:00Z,4,22,Finger Lakes,#b4ffaa
New York State,2020-05-15T00:00:00Z,27551,345813,New York State,#7a7a7a
Albany,2020-05-15T00:00:00Z,86,1538,Capital,#00ffff
Allegany,2020-05-15T00:00:00Z,2,44,Western New York,#979797
Broome,2020-05-15T00:00:00Z,34,390,Southern Tier,#ffd900
Cattaraugus,2020-05-15T00:00:00Z,2,64,Western New York,#979797
Cayuga,2020-05-15T00:00:00Z,2,61,Central New York,#d7e1be
Chautauqua,2020-05-15T00:00:00Z,2,45,Western New York,#979797
Chemung,2020-05-15T00:00:00Z,3,133,Finger Lakes,#b4ffaa
Chenango,2020-05-15T00:00:00Z,3,113,Southern Tier,#ffd900
Clinton,2020-05-15T00:00:00Z,4,85,North Country,#dcc8dc
Columbia,2020-05-15T00:00:00Z,32,333,Capital,#00ffff
Cortland,2020-05-15T00:00:00Z,1,33,Central New York,#d7e1be
Delaware,2020-05-15T00:00:00Z,2,67,Southern Tier,#ffd900
Dutchess,2020-05-15T00:00:00Z,120,3498,Mid-Hudson,#91bdf0
Erie,2020-05-15T00:00:00Z,400,4782,Western New York,#979797
Essex,2020-05-15T00:00:00Z,0,32,North Country,#dcc8dc
Franklin,2020-05-15T00:00:00Z,0,17,North Country,#dcc8dc
Fulton,2020-05-15T00:00:00Z,14,145,Mohawk Valley,#ffff00
Genesee,2020-05-15T00:00:00Z,4,175,Western New York,#979797
Greene,2020-05-15T00:00:00Z,9,209,Capital,#00ffff
Hamilton,2020-05-15T00:00:00Z,1,5,North Country,#dcc8dc
Herkimer,2020-05-15T00:00:00Z,3,87,Mohawk Valley,#ffff00
Jefferson,2020-05-15T00:00:00Z,0,71,Tug Hill Seaway,#e978ef
Lewis,2020-05-15T00:00:00Z,5,12,Tug Hill Seaway,#e978ef
Livingston,2020-05-15T00:00:00Z,3,106,Finger Lakes,#b4ffaa
Madison,2020-05-15T00:00:00Z,7,256,Central New York,#d7e1be
Monroe,2020-05-15T00:00:00Z,145,2091,Finger Lakes,#b4ffaa
Montgomery,2020-05-15T00:00:00Z,4,72,Mohawk Valley,#ffff00
Nassau,2020-05-15T00:00:00Z,2027,38864,Long Island,#ff64a5
New York,2020-05-15T00:00:00Z,2610,190357,New York City,#c8ff00
Niagara,2020-05-15T00:00:00Z,52,743,Western New York,#979797
Oneida,2020-05-15T00:00:00Z,30,713,Central New York,#d7e1be
Onondaga,2020-05-15T00:00:00Z,73,1440,Central New York,#d7e1be
Ontario,2020-05-15T00:00:00Z,8,133,Finger Lakes,#b4ffaa
Orange,2020-05-15T00:00:00Z,335,9825,Mid-Hudson,#91bdf0
Orleans,2020-05-15T00:00:00Z,22,147,Western New York,#979797
Oswego,2020-05-15T00:00:00Z,2,80,Central New York,#d7e1be
Otsego,2020-05-15T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-15T00:00:00Z,56,1121,Mid-Hudson,#91bdf0
Rensselaer,2020-05-15T00:00:00Z,23,428,Capital,#00ffff
Rockland,2020-05-15T00:00:00Z,468,12637,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-15T00:00:00Z,2,192,Tug Hill Seaway,#e978ef
Saratoga,2020-05-15T00:00:00Z,13,421,Capital,#00ffff
Schenectady,2020-05-15T00:00:00Z,25,603,Capital,#00ffff
Schoharie,2020-05-15T00:00:00Z,2,47,Mohawk Valley,#ffff00
Schuyler,2020-05-15T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-05-15T00:00:00Z,1,49,Finger Lakes,#b4ffaa
Steuben,2020-05-15T00:00:00Z,26,231,Finger Lakes,#b4ffaa
Suffolk,2020-05-15T00:00:00Z,1709,37719,Long Island,#ff64a5
Sullivan,2020-05-15T00:00:00Z,28,1189,Mid-Hudson,#91bdf0
Tioga,2020-05-15T00:00:00Z,16,110,Southern Tier,#ffd900
Tompkins,2020-05-15T00:00:00Z,0,136,Southern Tier,#ffd900
Ulster,2020-05-15T00:00:00Z,64,1511,Mid-Hudson,#91bdf0
Warren,2020-05-15T00:00:00Z,25,228,North Country,#dcc8dc
Washington,2020-05-15T00:00:00Z,14,217,North Country,#dcc8dc
Wayne,2020-05-15T00:00:00Z,2,91,Finger Lakes,#b4ffaa
Westchester,2020-05-15T00:00:00Z,1269,31943,Mid-Hudson,#91bdf0
Wyoming,2020-05-15T00:00:00Z,5,77,Western New York,#979797
Yates,2020-05-15T00:00:00Z,4,22,Finger Lakes,#b4ffaa
New York State,2020-05-16T00:00:00Z,27653,348232,New York State,#7a7a7a
Albany,2020-05-16T00:00:00Z,89,1572,Capital,#00ffff
Allegany,2020-05-16T00:00:00Z,2,44,Western New York,#979797
Broome,2020-05-16T00:00:00Z,34,413,Southern Tier,#ffd900
Cattaraugus,2020-05-16T00:00:00Z,2,65,Western New York,#979797
Cayuga,2020-05-16T00:00:00Z,2,63,Central New York,#d7e1be
Chautauqua,2020-05-16T00:00:00Z,2,48,Western New York,#979797
Chemung,2020-05-16T00:00:00Z,3,134,Finger Lakes,#b4ffaa
Chenango,2020-05-16T00:00:00Z,3,115,Southern Tier,#ffd900
Clinton,2020-05-16T00:00:00Z,4,91,North Country,#dcc8dc
Columbia,2020-05-16T00:00:00Z,32,338,Capital,#00ffff
Cortland,2020-05-16T00:00:00Z,1,34,Central New York,#d7e1be
Delaware,2020-05-16T00:00:00Z,2,68,Southern Tier,#ffd900
Dutchess,2020-05-16T00:00:00Z,123,3527,Mid-Hudson,#91bdf0
Erie,2020-05-16T00:00:00Z,410,4867,Western New York,#979797
Essex,2020-05-16T00:00:00Z,0,32,North Country,#dcc8dc
Franklin,2020-05-16T00:00:00Z,0,18,North Country,#dcc8dc
Fulton,2020-05-16T00:00:00Z,15,148,Mohawk Valley,#ffff00
Genesee,2020-05-16T00:00:00Z,4,178,Western New York,#979797
Greene,2020-05-16T00:00:00Z,10,211,Capital,#00ffff
Hamilton,2020-05-16T00:00:00Z,1,5,North Country,#dcc8dc
Herkimer,2020-05-16T00:00:00Z,3,91,Mohawk Valley,#ffff00
Jefferson,2020-05-16T00:00:00Z,0,71,Tug Hill Seaway,#e978ef
Lewis,2020-05-16T00:00:00Z,5,13,Tug Hill Seaway,#e978ef
Livingston,2020-05-16T00:00:00Z,3,107,Finger Lakes,#b4ffaa
Madison,2020-05-16T00:00:00Z,7,258,Central New York,#d7e1be
Monroe,2020-05-16T00:00:00Z,154,2192,Finger Lakes,#b4ffaa
Montgomery,2020-05-16T00:00:00Z,4,75,Mohawk Valley,#ffff00
Nassau,2020-05-16T00:00:00Z,2034,39033,Long Island,#ff64a5
New York,2020-05-16T00:00:00Z,2625,191600,New York City,#c8ff00
Niagara,2020-05-16T00:00:00Z,53,770,Western New York,#979797
Oneida,2020-05-16T00:00:00Z,33,751,Central New York,#d7e1be
Onondaga,2020-05-16T00:00:00Z,82,1469,Central New York,#d7e1be
Ontario,2020-05-16T00:00:00Z,8,139,Finger Lakes,#b4ffaa
Orange,2020-05-16T00:00:00Z,342,9879,Mid-Hudson,#91bdf0
Orleans,2020-05-16T00:00:00Z,23,163,Western New York,#979797
Oswego,2020-05-16T00:00:00Z,2,83,Central New York,#d7e1be
Otsego,2020-05-16T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-16T00:00:00Z,57,1127,Mid-Hudson,#91bdf0
Rensselaer,2020-05-16T00:00:00Z,23,438,Capital,#00ffff
Rockland,2020-05-16T00:00:00Z,474,12688,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-16T00:00:00Z,2,192,Tug Hill Seaway,#e978ef
Saratoga,2020-05-16T00:00:00Z,13,423,Capital,#00ffff
Schenectady,2020-05-16T00:00:00Z,25,613,Capital,#00ffff
Schoharie,2020-05-16T00:00:00Z,2,47,Mohawk Valley,#ffff00
Schuyler,2020-05-16T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-05-16T00:00:00Z,1,50,Finger Lakes,#b4ffaa
Steuben,2020-05-16T00:00:00Z,27,233,Finger Lakes,#b4ffaa
Suffolk,2020-05-16T00:00:00Z,1733,37942,Long Island,#ff64a5
Sullivan,2020-05-16T00:00:00Z,28,1217,Mid-Hudson,#91bdf0
Tioga,2020-05-16T00:00:00Z,16,112,Southern Tier,#ffd900
Tompkins,2020-05-16T00:00:00Z,0,138,Southern Tier,#ffd900
Ulster,2020-05-16T00:00:00Z,67,1537,Mid-Hudson,#91bdf0
Warren,2020-05-16T00:00:00Z,26,228,North Country,#dcc8dc
Washington,2020-05-16T00:00:00Z,14,218,North Country,#dcc8dc
Wayne,2020-05-16T00:00:00Z,2,92,Finger Lakes,#b4ffaa
Westchester,2020-05-16T00:00:00Z,1275,32097,Mid-Hudson,#91bdf0
Wyoming,2020-05-16T00:00:00Z,5,78,Western New York,#979797
Yates,2020-05-16T00:00:00Z,5,22,Finger Lakes,#b4ffaa
New York State,2020-05-17T00:00:00Z,27786,350121,New York State,#7a7a7a
Albany,2020-05-17T00:00:00Z,90,1579,Capital,#00ffff
Allegany,2020-05-17T00:00:00Z,2,44,Western New York,#979797
Broome,2020-05-17T00:00:00Z,35,414,Southern Tier,#ffd900
Cattaraugus,2020-05-17T00:00:00Z,2,65,Western New York,#979797
Cayuga,2020-05-17T00:00:00Z,2,63,Central New York,#d7e1be
Chautauqua,2020-05-17T00:00:00Z,2,48,Western New York,#979797
Chemung,2020-05-17T00:00:00Z,3,134,Finger Lakes,#b4ffaa
Chenango,2020-05-17T00:00:00Z,3,117,Southern Tier,#ffd900
Clinton,2020-05-17T00:00:00Z,4,92,North Country,#dcc8dc
Columbia,2020-05-17T00:00:00Z,32,340,Capital,#00ffff
Cortland,2020-05-17T00:00:00Z,1,34,Central New York,#d7e1be
Delaware,2020-05-17T00:00:00Z,2,69,Southern Tier,#ffd900
Dutchess,2020-05-17T00:00:00Z,124,3543,Mid-Hudson,#91bdf0
Erie,2020-05-17T00:00:00Z,420,4954,Western New York,#979797
Essex,2020-05-17T00:00:00Z,0,33,North Country,#dcc8dc
Franklin,2020-05-17T00:00:00Z,0,18,North Country,#dcc8dc
Fulton,2020-05-17T00:00:00Z,15,171,Mohawk Valley,#ffff00
Genesee,2020-05-17T00:00:00Z,4,180,Western New York,#979797
Greene,2020-05-17T00:00:00Z,10,212,Capital,#00ffff
Hamilton,2020-05-17T00:00:00Z,1,5,North Country,#dcc8dc
Herkimer,2020-05-17T00:00:00Z,3,91,Mohawk Valley,#ffff00
Jefferson,2020-05-17T00:00:00Z,0,71,Tug Hill Seaway,#e978ef
Lewis,2020-05-17T00:00:00Z,5,16,Tug Hill Seaway,#e978ef
Livingston,2020-05-17T00:00:00Z,3,110,Finger Lakes,#b4ffaa
Madison,2020-05-17T00:00:00Z,7,258,Central New York,#d7e1be
Monroe,2020-05-17T00:00:00Z,154,2258,Finger Lakes,#b4ffaa
Montgomery,2020-05-17T00:00:00Z,4,75,Mohawk Valley,#ffff00
Nassau,2020-05-17T00:00:00Z,2044,39136,Long Island,#ff64a5
New York,2020-05-17T00:00:00Z,2639,192593,New York City,#c8ff00
Niagara,2020-05-17T00:00:00Z,54,792,Western New York,#979797
Oneida,2020-05-17T00:00:00Z,35,760,Central New York,#d7e1be
Onondaga,2020-05-17T00:00:00Z,86,1501,Central New York,#d7e1be
Ontario,2020-05-17T00:00:00Z,8,146,Finger Lakes,#b4ffaa
Orange,2020-05-17T00:00:00Z,347,9943,Mid-Hudson,#91bdf0
Orleans,2020-05-17T00:00:00Z,24,167,Western New York,#979797
Oswego,2020-05-17T00:00:00Z,2,84,Central New York,#d7e1be
Otsego,2020-05-17T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-17T00:00:00Z,57,1136,Mid-Hudson,#91bdf0
Rensselaer,2020-05-17T00:00:00Z,25,439,Capital,#00ffff
Rockland,2020-05-17T00:00:00Z,475,12758,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-17T00:00:00Z,2,192,Tug Hill Seaway,#e978ef
Saratoga,2020-05-17T00:00:00Z,13,428,Capital,#00ffff
Schenectady,2020-05-17T00:00:00Z,25,620,Capital,#00ffff
Schoharie,2020-05-17T00:00:00Z,2,47,Mohawk Valley,#ffff00
Schuyler,2020-05-17T00:00:00Z,0,9,Finger Lakes,#b4ffaa
Seneca,2020-05-17T00:00:00Z,1,51,Finger Lakes,#b4ffaa
Steuben,2020-05-17T00:00:00Z,27,234,Finger Lakes,#b4ffaa
Suffolk,2020-05-17T00:00:00Z,1748,38117,Long Island,#ff64a5
Sullivan,2020-05-17T00:00:00Z,28,1231,Mid-Hudson,#91bdf0
Tioga,2020-05-17T00:00:00Z,16,113,Southern Tier,#ffd900
Tompkins,2020-05-17T00:00:00Z,0,139,Southern Tier,#ffd900
Ulster,2020-05-17T00:00:00Z,68,1552,Mid-Hudson,#91bdf0
Warren,2020-05-17T00:00:00Z,26,232,North Country,#dcc8dc
Washington,2020-05-17T00:00:00Z,14,219,North Country,#dcc8dc
Wayne,2020-05-17T00:00:00Z,2,96,Finger Lakes,#b4ffaa
Westchester,2020-05-17T00:00:00Z,1289,32224,Mid-Hudson,#91bdf0
Wyoming,2020-05-17T00:00:00Z,5,78,Western New York,#979797
Yates,2020-05-17T00:00:00Z,5,23,Finger Lakes,#b4ffaa
New York State,2020-05-18T00:00:00Z,27913,351371,New York State,#7a7a7a
Albany,2020-05-18T00:00:00Z,90,1610,Capital,#00ffff
Allegany,2020-05-18T00:00:00Z,2,44,Western New York,#979797
Broome,2020-05-18T00:00:00Z,36,423,Southern Tier,#ffd900
Cattaraugus,2020-05-18T00:00:00Z,2,67,Western New York,#979797
Cayuga,2020-05-18T00:00:00Z,2,65,Central New York,#d7e1be
Chautauqua,2020-05-18T00:00:00Z,2,49,Western New York,#979797
Chemung,2020-05-18T00:00:00Z,3,134,Finger Lakes,#b4ffaa
Chenango,2020-05-18T00:00:00Z,3,118,Southern Tier,#ffd900
Clinton,2020-05-18T00:00:00Z,4,94,North Country,#dcc8dc
Columbia,2020-05-18T00:00:00Z,33,346,Capital,#00ffff
Cortland,2020-05-18T00:00:00Z,1,35,Central New York,#d7e1be
Delaware,2020-05-18T00:00:00Z,2,69,Southern Tier,#ffd900
Dutchess,2020-05-18T00:00:00Z,126,3552,Mid-Hudson,#91bdf0
Erie,2020-05-18T00:00:00Z,426,4993,Western New York,#979797
Essex,2020-05-18T00:00:00Z,0,33,North Country,#dcc8dc
Franklin,2020-05-18T00:00:00Z,0,18,North Country,#dcc8dc
Fulton,2020-05-18T00:00:00Z,15,182,Mohawk Valley,#ffff00
Genesee,2020-05-18T00:00:00Z,4,180,Western New York,#979797
Greene,2020-05-18T00:00:00Z,11,213,Capital,#00ffff
Hamilton,2020-05-18T00:00:00Z,1,5,North Country,#dcc8dc
Herkimer,2020-05-18T00:00:00Z,3,92,Mohawk Valley,#ffff00
Jefferson,2020-05-18T00:00:00Z,0,71,Tug Hill Seaway,#e978ef
Lewis,2020-05-18T00:00:00Z,5,17,Tug Hill Seaway,#e978ef
Livingston,2020-05-18T00:00:00Z,3,110,Finger Lakes,#b4ffaa
Madison,2020-05-18T00:00:00Z,7,258,Central New York,#d7e1be
Monroe,2020-05-18T00:00:00Z,158,2303,Finger Lakes,#b4ffaa
Montgomery,2020-05-18T00:00:00Z,4,75,Mohawk Valley,#ffff00
Nassau,2020-05-18T00:00:00Z,2053,39225,Long Island,#ff64a5
New York,2020-05-18T00:00:00Z,2648,193230,New York City,#c8ff00
Niagara,2020-05-18T00:00:00Z,54,818,Western New York,#979797
Oneida,2020-05-18T00:00:00Z,38,772,Central New York,#d7e1be
Onondaga,2020-05-18T00:00:00Z,88,1520,Central New York,#d7e1be
Ontario,2020-05-18T00:00:00Z,8,148,Finger Lakes,#b4ffaa
Orange,2020-05-18T00:00:00Z,350,9965,Mid-Hudson,#91bdf0
Orleans,2020-05-18T00:00:00Z,24,167,Western New York,#979797
Oswego,2020-05-18T00:00:00Z,2,84,Central New York,#d7e1be
Otsego,2020-05-18T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-18T00:00:00Z,57,1141,Mid-Hudson,#91bdf0
Rensselaer,2020-05-18T00:00:00Z,25,444,Capital,#00ffff
Rockland,2020-05-18T00:00:00Z,479,12777,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-18T00:00:00Z,2,192,Tug Hill Seaway,#e978ef
Saratoga,2020-05-18T00:00:00Z,14,434,Capital,#00ffff
Schenectady,2020-05-18T00:00:00Z,25,629,Capital,#00ffff
Schoharie,2020-05-18T00:00:00Z,2,48,Mohawk Valley,#ffff00
Schuyler,2020-05-18T00:00:00Z,0,10,Finger Lakes,#b4ffaa
Seneca,2020-05-18T00:00:00Z,1,51,Finger Lakes,#b4ffaa
Steuben,2020-05-18T00:00:00Z,27,235,Finger Lakes,#b4ffaa
Suffolk,2020-05-18T00:00:00Z,1754,38224,Long Island,#ff64a5
Sullivan,2020-05-18T00:00:00Z,28,1246,Mid-Hudson,#91bdf0
Tioga,2020-05-18T00:00:00Z,16,113,Southern Tier,#ffd900
Tompkins,2020-05-18T00:00:00Z,0,141,Southern Tier,#ffd900
Ulster,2020-05-18T00:00:00Z,69,1557,Mid-Hudson,#91bdf0
Warren,2020-05-18T00:00:00Z,26,234,North Country,#dcc8dc
Washington,2020-05-18T00:00:00Z,14,219,North Country,#dcc8dc
Wayne,2020-05-18T00:00:00Z,2,97,Finger Lakes,#b4ffaa
Westchester,2020-05-18T00:00:00Z,1295,32323,Mid-Hudson,#91bdf0
Wyoming,2020-05-18T00:00:00Z,5,79,Western New York,#979797
Yates,2020-05-18T00:00:00Z,5,25,Finger Lakes,#b4ffaa
New York State,2020-05-19T00:00:00Z,28047,352845,New York State,#7a7a7a
Albany,2020-05-19T00:00:00Z,91,1655,Capital,#00ffff
Allegany,2020-05-19T00:00:00Z,2,44,Western New York,#979797
Broome,2020-05-19T00:00:00Z,38,429,Southern Tier,#ffd900
Cattaraugus,2020-05-19T00:00:00Z,2,69,Western New York,#979797
Cayuga,2020-05-19T00:00:00Z,2,68,Central New York,#d7e1be
Chautauqua,2020-05-19T00:00:00Z,2,49,Western New York,#979797
Chemung,2020-05-19T00:00:00Z,3,134,Finger Lakes,#b4ffaa
Chenango,2020-05-19T00:00:00Z,3,118,Southern Tier,#ffd900
Clinton,2020-05-19T00:00:00Z,4,94,North Country,#dcc8dc
Columbia,2020-05-19T00:00:00Z,34,350,Capital,#00ffff
Cortland,2020-05-19T00:00:00Z,1,36,Central New York,#d7e1be
Delaware,2020-05-19T00:00:00Z,2,69,Southern Tier,#ffd900
Dutchess,2020-05-19T00:00:00Z,128,3710,Mid-Hudson,#91bdf0
Erie,2020-05-19T00:00:00Z,432,5037,Western New York,#979797
Essex,2020-05-19T00:00:00Z,0,34,North Country,#dcc8dc
Franklin,2020-05-19T00:00:00Z,0,18,North Country,#dcc8dc
Fulton,2020-05-19T00:00:00Z,15,182,Mohawk Valley,#ffff00
Genesee,2020-05-19T00:00:00Z,4,182,Western New York,#979797
Greene,2020-05-19T00:00:00Z,12,214,Capital,#00ffff
Hamilton,2020-05-19T00:00:00Z,1,5,North Country,#dcc8dc
Herkimer,2020-05-19T00:00:00Z,3,92,Mohawk Valley,#ffff00
Jefferson,2020-05-19T00:00:00Z,0,71,Tug Hill Seaway,#e978ef
Lewis,2020-05-19T00:00:00Z,5,18,Tug Hill Seaway,#e978ef
Livingston,2020-05-19T00:00:00Z,3,111,Finger Lakes,#b4ffaa
Madison,2020-05-19T00:00:00Z,7,260,Central New York,#d7e1be
Monroe,2020-05-19T00:00:00Z,160,2376,Finger Lakes,#b4ffaa
Montgomery,2020-05-19T00:00:00Z,4,75,Mohawk Valley,#ffff00
Nassau,2020-05-19T00:00:00Z,2060,39295,Long Island,#ff64a5
New York,2020-05-19T00:00:00Z,2664,193821,New York City,#c8ff00
Niagara,2020-05-19T00:00:00Z,54,845,Western New York,#979797
Oneida,2020-05-19T00:00:00Z,38,785,Central New York,#d7e1be
Onondaga,2020-05-19T00:00:00Z,90,1665,Central New York,#d7e1be
Ontario,2020-05-19T00:00:00Z,8,152,Finger Lakes,#b4ffaa
Orange,2020-05-19T00:00:00Z,353,9988,Mid-Hudson,#91bdf0
Orleans,2020-05-19T00:00:00Z,25,168,Western New York,#979797
Oswego,2020-05-19T00:00:00Z,2,89,Central New York,#d7e1be
Otsego,2020-05-19T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-19T00:00:00Z,58,1159,Mid-Hudson,#91bdf0
Rensselaer,2020-05-19T00:00:00Z,25,444,Capital,#00ffff
Rockland,2020-05-19T00:00:00Z,482,12798,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-19T00:00:00Z,2,192,Tug Hill Seaway,#e978ef
Saratoga,2020-05-19T00:00:00Z,14,436,Capital,#00ffff
Schenectady,2020-05-19T00:00:00Z,25,631,Capital,#00ffff
Schoharie,2020-05-19T00:00:00Z,2,48,Mohawk Valley,#ffff00
Schuyler,2020-05-19T00:00:00Z,0,10,Finger Lakes,#b4ffaa
Seneca,2020-05-19T00:00:00Z,1,51,Finger Lakes,#b4ffaa
Steuben,2020-05-19T00:00:00Z,27,236,Finger Lakes,#b4ffaa
Suffolk,2020-05-19T00:00:00Z,1772,38327,Long Island,#ff64a5
