County,date,deaths,cases,Region,Color
Putnam,2020-04-12T00:00:00Z,23,507,Mid-Hudson,#91bdf0
Rensselaer,2020-04-12T00:00:00Z,5,102,Capital,#00ffff
Rockland,2020-04-12T00:00:00Z,166,7721,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-12T00:00:00Z,1,88,Tug Hill Seaway,#e978ef
Saratoga,2020-04-12T00:00:00Z,5,196,Capital,#00ffff
Schenectady,2020-04-12T00:00:00Z,10,199,Capital,#00ffff
Schoharie,2020-04-12T00:00:00Z,0,12,Mohawk Valley,#ffff00
Schuyler,2020-04-12T00:00:00Z,0,5,Finger Lakes,#b4ffaa
Seneca,2020-04-12T00:00:00Z,1,16,Finger Lakes,#b4ffaa
Steuben,2020-04-12T00:00:00Z,5,147,Finger Lakes,#b4ffaa
Suffolk,2020-04-12T00:00:00Z,518,20934,Long Island,#ff64a5
Sullivan,2020-04-12T00:00:00Z,7,358,Mid-Hudson,#91bdf0
Tioga,2020-04-12T00:00:00Z,0,23,Southern Tier,#ffd900
Tompkins,2020-04-12T00:00:00Z,0,113,Southern Tier,#ffd900
Ulster,2020-04-12T00:00:00Z,10,655,Mid-Hudson,#91bdf0
Warren,2020-04-12T00:00:00Z,1,46,North Country,#dcc8dc
Washington,2020-04-12T00:00:00Z,2,34,North Country,#dcc8dc
Wayne,2020-04-12T00:00:00Z,0,42,Finger Lakes,#b4ffaa
Westchester,2020-04-12T00:00:00Z,511,19313,Mid-Hudson,#91bdf0
Wyoming,2020-04-12T00:00:00Z,1,31,Western New York,#979797
Yates,2020-04-12T00:00:00Z,0,2,Finger Lakes,#b4ffaa
New York State,2020-04-13T00:00:00Z,12908,195749,New York State,#7a7a7a
Albany,2020-04-13T00:00:00Z,17,499,Capital,#00ffff
Allegany,2020-04-13T00:00:00Z,1,26,Western New York,#979797
Broome,2020-04-13T00:00:00Z,6,133,Southern Tier,#ffd900
Cattaraugus,2020-04-13T00:00:00Z,0,28,Western New York,#979797
Cayuga,2020-04-13T00:00:00Z,1,31,Central New York,#d7e1be
Chautauqua,2020-04-13T00:00:00Z,1,23,Western New York,#979797
Chemung,2020-04-13T00:00:00Z,2,60,Finger Lakes,#b4ffaa
Chenango,2020-04-13T00:00:00Z,0,65,Southern Tier,#ffd900
Clinton,2020-04-13T00:00:00Z,3,44,North Country,#dcc8dc
Columbia,2020-04-13T00:00:00Z,8,93,Capital,#00ffff
Cortland,2020-04-13T00:00:00Z,1,21,Central New York,#d7e1be
Delaware,2020-04-13T00:00:00Z,1,42,Southern Tier,#ffd900
Dutchess,2020-04-13T00:00:00Z,31,1881,Mid-Hudson,#91bdf0
Erie,2020-04-13T00:00:00Z,81,1661,Western New York,#979797
Essex,2020-04-13T00:00:00Z,0,12,North Country,#dcc8dc
Franklin,2020-04-13T00:00:00Z,0,12,North Country,#dcc8dc
Fulton,2020-04-13T00:00:00Z,2,21,Mohawk Valley,#ffff00
Genesee,2020-04-13T00:00:00Z,1,71,Western New York,#979797
Greene,2020-04-13T00:00:00Z,0,45,Capital,#00ffff
Hamilton,2020-04-13T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-13T00:00:00Z,3,38,Mohawk Valley,#ffff00
Jefferson,2020-04-13T00:00:00Z,0,46,Tug Hill Seaway,#e978ef
Lewis,2020-04-13T00:00:00Z,3,6,Tug Hill Seaway,#e978ef
Livingston,2020-04-13T00:00:00Z,1,34,Finger Lakes,#b4ffaa
Madison,2020-04-13T00:00:00Z,2,110,Central New York,#d7e1be
Monroe,2020-04-13T00:00:00Z,40,823,Finger Lakes,#b4ffaa
Montgomery,2020-04-13T00:00:00Z,2,29,Mohawk Valley,#ffff00
Nassau,2020-04-13T00:00:00Z,1057,24358,Long Island,#ff64a5
New York,2020-04-13T00:00:00Z,849,106763,New York City,#c8ff00
Niagara,2020-04-13T00:00:00Z,5,194,Western New York,#979797
Oneida,2020-04-13T00:00:00Z,2,206,Central New York,#d7e1be
Onondaga,2020-04-13T00:00:00Z,13,520,Central New York,#d7e1be
Ontario,2020-04-13T00:00:00Z,1,57,Finger Lakes,#b4ffaa
Orange,2020-04-13T00:00:00Z,120,5598,Mid-Hudson,#91bdf0
Orleans,2020-04-13T00:00:00Z,0,26,Western New York,#979797
Oswego,2020-04-13T00:00:00Z,2,42,Central New York,#d7e1be
Otsego,2020-04-13T00:00:00Z,2,43,Mohawk Valley,#ffff00
Putnam,2020-04-13T00:00:00Z,25,507,Mid-Hudson,#91bdf0
Rensselaer,2020-04-13T00:00:00Z,5,113,Capital,#00ffff
Rockland,2020-04-13T00:00:00Z,182,7965,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-13T00:00:00Z,1,89,Tug Hill Seaway,#e978ef
Saratoga,2020-04-13T00:00:00Z,6,201,Capital,#00ffff
Schenectady,2020-04-13T00:00:00Z,12,204,Capital,#00ffff
Schoharie,2020-04-13T00:00:00Z,1,12,Mohawk Valley,#ffff00
Schuyler,2020-04-13T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-04-13T00:00:00Z,1,16,Finger Lakes,#b4ffaa
Steuben,2020-04-13T00:00:00Z,5,147,Finger Lakes,#b4ffaa
Suffolk,2020-04-13T00:00:00Z,568,21643,Long Island,#ff64a5
Sullivan,2020-04-13T00:00:00Z,7,380,Mid-Hudson,#91bdf0
Tioga,2020-04-13T00:00:00Z,0,23,Southern Tier,#ffd900
Tompkins,2020-04-13T00:00:00Z,0,113,Southern Tier,#ffd900
Ulster,2020-04-13T00:00:00Z,12,716,Mid-Hudson,#91bdf0
Warren,2020-04-13T00:00:00Z,1,48,North Country,#dcc8dc
Washington,2020-04-13T00:00:00Z,2,37,North Country,#dcc8dc
Wayne,2020-04-13T00:00:00Z,0,42,Finger Lakes,#b4ffaa
Westchester,2020-04-13T00:00:00Z,557,19786,Mid-Hudson,#91bdf0
Wyoming,2020-04-13T00:00:00Z,4,31,Western New York,#979797
Yates,2020-04-13T00:00:00Z,0,4,Finger Lakes,#b4ffaa
New York State,2020-04-14T00:00:00Z,13959,203020,New York State,#7a7a7a
Albany,2020-04-14T00:00:00Z,21,535,Capital,#00ffff
Allegany,2020-04-14T00:00:00Z,1,28,Western New York,#979797
Broome,2020-04-14T00:00:00Z,6,146,Southern Tier,#ffd900
Cattaraugus,2020-04-14T00:00:00Z,0,32,Western New York,#979797
Cayuga,2020-04-14T00:00:00Z,1,33,Central New York,#d7e1be
Chautauqua,2020-04-14T00:00:00Z,1,23,Western New York,#979797
Chemung,2020-04-14T00:00:00Z,2,64,Finger Lakes,#b4ffaa
Chenango,2020-04-14T00:00:00Z,0,68,Southern Tier,#ffd900
Clinton,2020-04-14T00:00:00Z,3,45,North Country,#dcc8dc
Columbia,2020-04-14T00:00:00Z,9,93,Capital,#00ffff
Cortland,2020-04-14T00:00:00Z,1,22,Central New York,#d7e1be
Delaware,2020-04-14T00:00:00Z,1,45,Southern Tier,#ffd900
Dutchess,2020-04-14T00:00:00Z,34,1934,Mid-Hudson,#91bdf0
Erie,2020-04-14T00:00:00Z,94,1730,Western New York,#979797
Essex,2020-04-14T00:00:00Z,0,12,North Country,#dcc8dc
Franklin,2020-04-14T00:00:00Z,0,13,North Country,#dcc8dc
Fulton,2020-04-14T00:00:00Z,2,22,Mohawk Valley,#ffff00
Genesee,2020-04-14T00:00:00Z,1,76,Western New York,#979797
Greene,2020-04-14T00:00:00Z,0,66,Capital,#00ffff
Hamilton,2020-04-14T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-14T00:00:00Z,3,39,Mohawk Valley,#ffff00
Jefferson,2020-04-14T00:00:00Z,0,47,Tug Hill Seaway,#e978ef
Lewis,2020-04-14T00:00:00Z,3,7,Tug Hill Seaway,#e978ef
Livingston,2020-04-14T00:00:00Z,1,34,Finger Lakes,#b4ffaa
Madison,2020-04-14T00:00:00Z,2,110,Central New York,#d7e1be
Monroe,2020-04-14T00:00:00Z,43,850,Finger Lakes,#b4ffaa
Montgomery,2020-04-14T00:00:00Z,2,32,Mohawk Valley,#ffff00
Nassau,2020-04-14T00:00:00Z,1057,25250,Long Island,#ff64a5
New York,2020-04-14T00:00:00Z,1194,110465,New York City,#c8ff00
Niagara,2020-04-14T00:00:00Z,6,216,Western New York,#979797
Oneida,2020-04-14T00:00:00Z,2,229,Central New York,#d7e1be
Onondaga,2020-04-14T00:00:00Z,15,537,Central New York,#d7e1be
Ontario,2020-04-14T00:00:00Z,1,61,Finger Lakes,#b4ffaa
Orange,2020-04-14T00:00:00Z,126,5830,Mid-Hudson,#91bdf0
Orleans,2020-04-14T00:00:00Z,0,31,Western New York,#979797
Oswego,2020-04-14T00:00:00Z,2,42,Central New York,#d7e1be
Otsego,2020-04-14T00:00:00Z,2,44,Mohawk Valley,#ffff00
Putnam,2020-04-14T00:00:00Z,31,634,Mid-Hudson,#91bdf0
Rensselaer,2020-04-14T00:00:00Z,5,140,Capital,#00ffff
Rockland,2020-04-14T00:00:00Z,192,8335,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-14T00:00:00Z,1,92,Tug Hill Seaway,#e978ef
Saratoga,2020-04-14T00:00:00Z,6,224,Capital,#00ffff
Schenectady,2020-04-14T00:00:00Z,12,235,Capital,#00ffff
Schoharie,2020-04-14T00:00:00Z,1,20,Mohawk Valley,#ffff00
Schuyler,2020-04-14T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-04-14T00:00:00Z,1,18,Finger Lakes,#b4ffaa
Steuben,2020-04-14T00:00:00Z,5,147,Finger Lakes,#b4ffaa
Suffolk,2020-04-14T00:00:00Z,608,22691,Long Island,#ff64a5
Sullivan,2020-04-14T00:00:00Z,7,415,Mid-Hudson,#91bdf0
Tioga,2020-04-14T00:00:00Z,0,24,Southern Tier,#ffd900
Tompkins,2020-04-14T00:00:00Z,0,113,Southern Tier,#ffd900
Ulster,2020-04-14T00:00:00Z,13,716,Mid-Hudson,#91bdf0
Warren,2020-04-14T00:00:00Z,1,77,North Country,#dcc8dc
Washington,2020-04-14T00:00:00Z,3,40,North Country,#dcc8dc
Wayne,2020-04-14T00:00:00Z,0,48,Finger Lakes,#b4ffaa
Westchester,2020-04-14T00:00:00Z,596,20191,Mid-Hudson,#91bdf0
Wyoming,2020-04-14T00:00:00Z,4,32,Western New York,#979797
Yates,2020-04-14T00:00:00Z,0,6,Finger Lakes,#b4ffaa
New York State,2020-04-15T00:00:00Z,14725,214454,New York State,#7a7a7a
Albany,2020-04-15T00:00:00Z,22,548,Capital,#00ffff
Allegany,2020-04-15T00:00:00Z,1,28,Western New York,#979797
Broome,2020-04-15T00:00:00Z,6,153,Southern Tier,#ffd900
Cattaraugus,2020-04-15T00:00:00Z,0,32,Western New York,#979797
Cayuga,2020-04-15T00:00:00Z,1,36,Central New York,#d7e1be
Chautauqua,2020-04-15T00:00:00Z,1,24,Western New York,#979797
Chemung,2020-04-15T00:00:00Z,2,69,Finger Lakes,#b4ffaa
Chenango,2020-04-15T00:00:00Z,0,71,Southern Tier,#ffd900
Clinton,2020-04-15T00:00:00Z,3,45,North Country,#dcc8dc
Columbia,2020-04-15T00:00:00Z,10,100,Capital,#00ffff
Cortland,2020-04-15T00:00:00Z,1,23,Central New York,#d7e1be
Delaware,2020-04-15T00:00:00Z,1,46,Southern Tier,#ffd900
Dutchess,2020-04-15T00:00:00Z,38,2048,Mid-Hudson,#91bdf0
Erie,2020-04-15T00:00:00Z,104,1812,Western New York,#979797
Essex,2020-04-15T00:00:00Z,0,12,North Country,#dcc8dc
Franklin,2020-04-15T00:00:00Z,0,13,North Country,#dcc8dc
Fulton,2020-04-15T00:00:00Z,2,24,Mohawk Valley,#ffff00
Genesee,2020-04-15T00:00:00Z,2,76,Western New York,#979797
Greene,2020-04-15T00:00:00Z,0,73,Capital,#00ffff
Hamilton,2020-04-15T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-15T00:00:00Z,3,40,Mohawk Valley,#ffff00
Jefferson,2020-04-15T00:00:00Z,0,47,Tug Hill Seaway,#e978ef
Lewis,2020-04-15T00:00:00Z,3,7,Tug Hill Seaway,#e978ef
Livingston,2020-04-15T00:00:00Z,1,34,Finger Lakes,#b4ffaa
Madison,2020-04-15T00:00:00Z,2,110,Central New York,#d7e1be
Monroe,2020-04-15T00:00:00Z,43,884,Finger Lakes,#b4ffaa
Montgomery,2020-04-15T00:00:00Z,2,32,Mohawk Valley,#ffff00
Nassau,2020-04-15T00:00:00Z,1057,26715,Long Island,#ff64a5
New York,2020-04-15T00:00:00Z,1228,118302,New York City,#c8ff00
Niagara,2020-04-15T00:00:00Z,10,229,Western New York,#979797
Oneida,2020-04-15T00:00:00Z,3,246,Central New York,#d7e1be
Onondaga,2020-04-15T00:00:00Z,15,563,Central New York,#d7e1be
Ontario,2020-04-15T00:00:00Z,1,62,Finger Lakes,#b4ffaa
Orange,2020-04-15T00:00:00Z,133,5830,Mid-Hudson,#91bdf0
Orleans,2020-04-15T00:00:00Z,0,33,Western New York,#979797
Oswego,2020-04-15T00:00:00Z,2,42,Central New York,#d7e1be
Otsego,2020-04-15T00:00:00Z,2,44,Mohawk Valley,#ffff00
Putnam,2020-04-15T00:00:00Z,31,634,Mid-Hudson,#91bdf0
Rensselaer,2020-04-15T00:00:00Z,6,140,Capital,#00ffff
Rockland,2020-04-15T00:00:00Z,229,8474,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-15T00:00:00Z,1,92,Tug Hill Seaway,#e978ef
Saratoga,2020-04-15T00:00:00Z,6,227,Capital,#00ffff
Schenectady,2020-04-15T00:00:00Z,12,237,Capital,#00ffff
Schoharie,2020-04-15T00:00:00Z,1,20,Mohawk Valley,#ffff00
Schuyler,2020-04-15T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-04-15T00:00:00Z,1,18,Finger Lakes,#b4ffaa
Steuben,2020-04-15T00:00:00Z,9,151,Finger Lakes,#b4ffaa
Suffolk,2020-04-15T00:00:00Z,653,23523,Long Island,#ff64a5
Sullivan,2020-04-15T00:00:00Z,7,424,Mid-Hudson,#91bdf0
Tioga,2020-04-15T00:00:00Z,0,25,Southern Tier,#ffd900
Tompkins,2020-04-15T00:00:00Z,0,118,Southern Tier,#ffd900
Ulster,2020-04-15T00:00:00Z,14,745,Mid-Hudson,#91bdf0
Warren,2020-04-15T00:00:00Z,3,77,North Country,#dcc8dc
Washington,2020-04-15T00:00:00Z,3,42,North Country,#dcc8dc
Wayne,2020-04-15T00:00:00Z,1,48,Finger Lakes,#b4ffaa
Westchester,2020-04-15T00:00:00Z,640,20947,Mid-Hudson,#91bdf0
Wyoming,2020-04-15T00:00:00Z,4,42,Western New York,#979797
Yates,2020-04-15T00:00:00Z,0,6,Finger Lakes,#b4ffaa
New York State,2020-04-16T00:00:00Z,15436,223691,New York State,#7a7a7a
Albany,2020-04-16T00:00:00Z,22,581,Capital,#00ffff
Allegany,2020-04-16T00:00:00Z,1,28,Western New York,#979797
Broome,2020-04-16T00:00:00Z,6,167,Southern Tier,#ffd900
Cattaraugus,2020-04-16T00:00:00Z,0,32,Western New York,#979797
Cayuga,2020-04-16T00:00:00Z,1,36,Central New York,#d7e1be
Chautauqua,2020-04-16T00:00:00Z,1,24,Western New York,#979797
Chemung,2020-04-16T00:00:00Z,2,70,Finger Lakes,#b4ffaa
Chenango,2020-04-16T00:00:00Z,0,73,Southern Tier,#ffd900
Clinton,2020-04-16T00:00:00Z,3,46,North Country,#dcc8dc
Columbia,2020-04-16T00:00:00Z,12,100,Capital,#00ffff
Cortland,2020-04-16T00:00:00Z,1,24,Central New York,#d7e1be
Delaware,2020-04-16T00:00:00Z,1,47,Southern Tier,#ffd900
Dutchess,2020-04-16T00:00:00Z,40,2085,Mid-Hudson,#91bdf0
Erie,2020-04-16T00:00:00Z,109,1951,Western New York,#979797
Essex,2020-04-16T00:00:00Z,0,12,North Country,#dcc8dc
Franklin,2020-04-16T00:00:00Z,0,13,North Country,#dcc8dc
Fulton,2020-04-16T00:00:00Z,2,25,Mohawk Valley,#ffff00
Genesee,2020-04-16T00:00:00Z,2,78,Western New York,#979797
Greene,2020-04-16T00:00:00Z,0,74,Capital,#00ffff
Hamilton,2020-04-16T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-16T00:00:00Z,3,43,Mohawk Valley,#ffff00
Jefferson,2020-04-16T00:00:00Z,0,48,Tug Hill Seaway,#e978ef
Lewis,2020-04-16T00:00:00Z,3,8,Tug Hill Seaway,#e978ef
Livingston,2020-04-16T00:00:00Z,1,34,Finger Lakes,#b4ffaa
Madison,2020-04-16T00:00:00Z,2,110,Central New York,#d7e1be
Monroe,2020-04-16T00:00:00Z,44,932,Finger Lakes,#b4ffaa
Montgomery,2020-04-16T00:00:00Z,2,32,Mohawk Valley,#ffff00
Nassau,2020-04-16T00:00:00Z,1109,27772,Long Island,#ff64a5
New York,2020-04-16T00:00:00Z,1298,123146,New York City,#c8ff00
Niagara,2020-04-16T00:00:00Z,12,229,Western New York,#979797
Oneida,2020-04-16T00:00:00Z,3,249,Central New York,#d7e1be
Onondaga,2020-04-16T00:00:00Z,15,579,Central New York,#d7e1be
Ontario,2020-04-16T00:00:00Z,1,65,Finger Lakes,#b4ffaa
Orange,2020-04-16T00:00:00Z,141,6266,Mid-Hudson,#91bdf0
Orleans,2020-04-16T00:00:00Z,0,34,Western New York,#979797
Oswego,2020-04-16T00:00:00Z,2,44,Central New York,#d7e1be
Otsego,2020-04-16T00:00:00Z,2,44,Mohawk Valley,#ffff00
Putnam,2020-04-16T00:00:00Z,32,634,Mid-Hudson,#91bdf0
Rensselaer,2020-04-16T00:00:00Z,6,140,Capital,#00ffff
Rockland,2020-04-16T00:00:00Z,250,8752,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-16T00:00:00Z,1,93,Tug Hill Seaway,#e978ef
Saratoga,2020-04-16T00:00:00Z,6,231,Capital,#00ffff
Schenectady,2020-04-16T00:00:00Z,12,245,Capital,#00ffff
Schoharie,2020-04-16T00:00:00Z,1,20,Mohawk Valley,#ffff00
Schuyler,2020-04-16T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-04-16T00:00:00Z,1,18,Finger Lakes,#b4ffaa
Steuben,2020-04-16T00:00:00Z,9,154,Finger Lakes,#b4ffaa
Suffolk,2020-04-16T00:00:00Z,693,24812,Long Island,#ff64a5
Sullivan,2020-04-16T00:00:00Z,7,437,Mid-Hudson,#91bdf0
Tioga,2020-04-16T00:00:00Z,0,27,Southern Tier,#ffd900
Tompkins,2020-04-16T00:00:00Z,0,118,Southern Tier,#ffd900
Ulster,2020-04-16T00:00:00Z,14,845,Mid-Hudson,#91bdf0
Warren,2020-04-16T00:00:00Z,4,81,North Country,#dcc8dc
Washington,2020-04-16T00:00:00Z,3,46,North Country,#dcc8dc
Wayne,2020-04-16T00:00:00Z,1,49,Finger Lakes,#b4ffaa
Westchester,2020-04-16T00:00:00Z,668,21828,Mid-Hudson,#91bdf0
Wyoming,2020-04-16T00:00:00Z,4,42,Western New York,#979797
Yates,2020-04-16T00:00:00Z,0,7,Finger Lakes,#b4ffaa
New York State,2020-04-17T00:00:00Z,15997,230597,New York State,#7a7a7a
Albany,2020-04-17T00:00:00Z,22,619,Capital,#00ffff
Allegany,2020-04-17T00:00:00Z,1,29,Western New York,#979797
Broome,2020-04-17T00:00:00Z,6,178,Southern Tier,#ffd900
Cattaraugus,2020-04-17T00:00:00Z,0,34,Western New York,#979797
Cayuga,2020-04-17T00:00:00Z,1,36,Central New York,#d7e1be
Chautauqua,2020-04-17T00:00:00Z,1,25,Western New York,#979797
Chemung,2020-04-17T00:00:00Z,2,71,Finger Lakes,#b4ffaa
Chenango,2020-04-17T00:00:00Z,0,76,Southern Tier,#ffd900
Clinton,2020-04-17T00:00:00Z,3,47,North Country,#dcc8dc
Columbia,2020-04-17T00:00:00Z,12,101,Capital,#00ffff
Cortland,2020-04-17T00:00:00Z,1,25,Central New York,#d7e1be
Delaware,2020-04-17T00:00:00Z,1,48,Southern Tier,#ffd900
Dutchess,2020-04-17T00:00:00Z,40,2142,Mid-Hudson,#91bdf0
Erie,2020-04-17T00:00:00Z,109,2023,Western New York,#979797
Essex,2020-04-17T00:00:00Z,0,15,North Country,#dcc8dc
Franklin,2020-04-17T00:00:00Z,0,13,North Country,#dcc8dc
Fulton,2020-04-17T00:00:00Z,2,27,Mohawk Valley,#ffff00
Genesee,2020-04-17T00:00:00Z,2,83,Western New York,#979797
Greene,2020-04-17T00:00:00Z,0,77,Capital,#00ffff
Hamilton,2020-04-17T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-17T00:00:00Z,3,46,Mohawk Valley,#ffff00
Jefferson,2020-04-17T00:00:00Z,0,50,Tug Hill Seaway,#e978ef
Lewis,2020-04-17T00:00:00Z,3,8,Tug Hill Seaway,#e978ef
Livingston,2020-04-17T00:00:00Z,1,34,Finger Lakes,#b4ffaa
Madison,2020-04-17T00:00:00Z,2,117,Central New York,#d7e1be
Monroe,2020-04-17T00:00:00Z,44,975,Finger Lakes,#b4ffaa
Montgomery,2020-04-17T00:00:00Z,2,33,Mohawk Valley,#ffff00
Nassau,2020-04-17T00:00:00Z,1109,28539,Long Island,#ff64a5
New York,2020-04-17T00:00:00Z,1368,127352,New York City,#c8ff00
Niagara,2020-04-17T00:00:00Z,12,227,Western New York,#979797
Oneida,2020-04-17T00:00:00Z,3,261,Central New York,#d7e1be
Onondaga,2020-04-17T00:00:00Z,15,598,Central New York,#d7e1be
Ontario,2020-04-17T00:00:00Z,1,67,Finger Lakes,#b4ffaa
Orange,2020-04-17T00:00:00Z,141,6514,Mid-Hudson,#91bdf0
Orleans,2020-04-17T00:00:00Z,0,34,Western New York,#979797
Oswego,2020-04-17T00:00:00Z,2,45,Central New York,#d7e1be
Otsego,2020-04-17T00:00:00Z,2,44,Mohawk Valley,#ffff00
Putnam,2020-04-17T00:00:00Z,32,732,Mid-Hudson,#91bdf0
Rensselaer,2020-04-17T00:00:00Z,6,150,Capital,#00ffff
Rockland,2020-04-17T00:00:00Z,250,8987,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-17T00:00:00Z,1,96,Tug Hill Seaway,#e978ef
Saratoga,2020-04-17T00:00:00Z,6,236,Capital,#00ffff
Schenectady,2020-04-17T00:00:00Z,12,295,Capital,#00ffff
Schoharie,2020-04-17T00:00:00Z,1,20,Mohawk Valley,#ffff00
Schuyler,2020-04-17T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-04-17T00:00:00Z,1,18,Finger Lakes,#b4ffaa
Steuben,2020-04-17T00:00:00Z,9,154,Finger Lakes,#b4ffaa
Suffolk,2020-04-17T00:00:00Z,693,25035,Long Island,#ff64a5
Sullivan,2020-04-17T00:00:00Z,7,505,Mid-Hudson,#91bdf0
Tioga,2020-04-17T00:00:00Z,0,30,Southern Tier,#ffd900
Tompkins,2020-04-17T00:00:00Z,0,119,Southern Tier,#ffd900
Ulster,2020-04-17T00:00:00Z,14,880,Mid-Hudson,#91bdf0
Warren,2020-04-17T00:00:00Z,4,91,North Country,#dcc8dc
Washington,2020-04-17T00:00:00Z,3,48,North Country,#dcc8dc
Wayne,2020-04-17T00:00:00Z,1,49,Finger Lakes,#b4ffaa
Westchester,2020-04-17T00:00:00Z,668,22476,Mid-Hudson,#91bdf0
Wyoming,2020-04-17T00:00:00Z,4,44,Western New York,#979797
Yates,2020-04-17T00:00:00Z,0,8,Finger Lakes,#b4ffaa
New York State,2020-04-18T00:00:00Z,16229,237474,New York State,#7a7a7a
Albany,2020-04-18T00:00:00Z,22,648,Capital,#00ffff
Allegany,2020-04-18T00:00:00Z,1,30,Western New York,#979797
Broome,2020-04-18T00:00:00Z,6,186,Southern Tier,#ffd900
Cattaraugus,2020-04-18T00:00:00Z,0,34,Western New York,#979797
Cayuga,2020-04-18T00:00:00Z,1,36,Central New York,#d7e1be
Chautauqua,2020-04-18T00:00:00Z,1,25,Western New York,#979797
Chemung,2020-04-18T00:00:00Z,2,72,Finger Lakes,#b4ffaa
Chenango,2020-04-18T00:00:00Z,0,77,Southern Tier,#ffd900
Clinton,2020-04-18T00:00:00Z,3,48,North Country,#dcc8dc
Columbia,2020-04-18T00:00:00Z,12,105,Capital,#00ffff
Cortland,2020-04-18T00:00:00Z,1,25,Central New York,#d7e1be
Delaware,2020-04-18T00:00:00Z,1,49,Southern Tier,#ffd900
Dutchess,2020-04-18T00:00:00Z,40,2201,Mid-Hudson,#91bdf0
Erie,2020-04-18T00:00:00Z,109,2023,Western New York,#979797
Essex,2020-04-18T00:00:00Z,0,16,North Country,#dcc8dc
Franklin,2020-04-18T00:00:00Z,0,13,North Country,#dcc8dc
Fulton,2020-04-18T00:00:00Z,2,27,Mohawk Valley,#ffff00
Genesee,2020-04-18T00:00:00Z,2,87,Western New York,#979797
Greene,2020-04-18T00:00:00Z,0,82,Capital,#00ffff
Hamilton,2020-04-18T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-18T00:00:00Z,3,47,Mohawk Valley,#ffff00
Jefferson,2020-04-18T00:00:00Z,0,50,Tug Hill Seaway,#e978ef
Lewis,2020-04-18T00:00:00Z,3,8,Tug Hill Seaway,#e978ef
Livingston,2020-04-18T00:00:00Z,1,37,Finger Lakes,#b4ffaa
Madison,2020-04-18T00:00:00Z,2,117,Central New York,#d7e1be
Monroe,2020-04-18T00:00:00Z,44,1008,Finger Lakes,#b4ffaa
Montgomery,2020-04-18T00:00:00Z,2,34,Mohawk Valley,#ffff00
Nassau,2020-04-18T00:00:00Z,1109,29180,Long Island,#ff64a5
New York,2020-04-18T00:00:00Z,1422,131334,New York City,#c8ff00
Niagara,2020-04-18T00:00:00Z,12,234,Western New York,#979797
Oneida,2020-04-18T00:00:00Z,3,268,Central New York,#d7e1be
Onondaga,2020-04-18T00:00:00Z,15,598,Central New York,#d7e1be
Ontario,2020-04-18T00:00:00Z,1,69,Finger Lakes,#b4ffaa
Orange,2020-04-18T00:00:00Z,141,6514,Mid-Hudson,#91bdf0
Orleans,2020-04-18T00:00:00Z,0,41,Western New York,#979797
Oswego,2020-04-18T00:00:00Z,2,45,Central New York,#d7e1be
Otsego,2020-04-18T00:00:00Z,2,47,Mohawk Valley,#ffff00
Putnam,2020-04-18T00:00:00Z,32,732,Mid-Hudson,#91bdf0
Rensselaer,2020-04-18T00:00:00Z,6,164,Capital,#00ffff
Rockland,2020-04-18T00:00:00Z,250,9171,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-18T00:00:00Z,1,98,Tug Hill Seaway,#e978ef
Saratoga,2020-04-18T00:00:00Z,6,244,Capital,#00ffff
Schenectady,2020-04-18T00:00:00Z,12,295,Capital,#00ffff
Schoharie,2020-04-18T00:00:00Z,1,20,Mohawk Valley,#ffff00
Schuyler,2020-04-18T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Seneca,2020-04-18T00:00:00Z,1,18,Finger Lakes,#b4ffaa
Steuben,2020-04-18T00:00:00Z,9,181,Finger Lakes,#b4ffaa
Suffolk,2020-04-18T00:00:00Z,693,26143,Long Island,#ff64a5
Sullivan,2020-04-18T00:00:00Z,7,524,Mid-Hudson,#91bdf0
Tioga,2020-04-18T00:00:00Z,0,32,Southern Tier,#ffd900
Tompkins,2020-04-18T00:00:00Z,0,119,Southern Tier,#ffd900
Ulster,2020-04-18T00:00:00Z,14,880,Mid-Hudson,#91bdf0
Warren,2020-04-18T00:00:00Z,4,94,North Country,#dcc8dc
Washington,2020-04-18T00:00:00Z,3,52,North Country,#dcc8dc
Wayne,2020-04-18T00:00:00Z,1,49,Finger Lakes,#b4ffaa
